Form_Type,Index_URL,Downloaded_Filename,Local_Path,Company_Bucket,Company_Name
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019325000079/0000320193-25-000079-index.htm,a10-kexhibit32109272025.htm,./healthy/Apple/a10-kexhibit32109272025.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019325000079/0000320193-25-000079-index.htm,a10-kexhibit23109272025.htm,./healthy/Apple/a10-kexhibit23109272025.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019325000079/0000320193-25-000079-index.htm,a10-kexhibit21109272025.htm,./healthy/Apple/a10-kexhibit21109272025.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019325000079/0000320193-25-000079-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019325000079/0000320193-25-000079-index.htm,a10-kexhibit4109272025.htm,./healthy/Apple/a10-kexhibit4109272025.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019325000079/0000320193-25-000079-index.htm,a10-kexhibit31209272025.htm,./healthy/Apple/a10-kexhibit31209272025.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019325000079/0000320193-25-000079-index.htm,a10-kexhibit31109272025.htm,./healthy/Apple/a10-kexhibit31109272025.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019325000073/0000320193-25-000073-index.htm,a10-qexhibit31206282025.htm,./healthy/Apple/a10-qexhibit31206282025.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019325000073/0000320193-25-000073-index.htm,a10-qexhibit31106282025.htm,./healthy/Apple/a10-qexhibit31106282025.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019325000073/0000320193-25-000073-index.htm,a10-qexhibit32106282025.htm,./healthy/Apple/a10-qexhibit32106282025.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019325000073/0000320193-25-000073-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019325000057/0000320193-25-000057-index.htm,a10-qexhibit31103292025.htm,./healthy/Apple/a10-qexhibit31103292025.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019325000057/0000320193-25-000057-index.htm,a10-qexhibit32103292025.htm,./healthy/Apple/a10-qexhibit32103292025.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019325000057/0000320193-25-000057-index.htm,a10-qexhibit31203292025.htm,./healthy/Apple/a10-qexhibit31203292025.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019325000057/0000320193-25-000057-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019325000008/0000320193-25-000008-index.htm,a10-qexhibit32112282024.htm,./healthy/Apple/a10-qexhibit32112282024.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019325000008/0000320193-25-000008-index.htm,a10-qexhibit31112282024.htm,./healthy/Apple/a10-qexhibit31112282024.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019325000008/0000320193-25-000008-index.htm,a10-qexhibit31212282024.htm,./healthy/Apple/a10-qexhibit31212282024.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019325000008/0000320193-25-000008-index.htm,a10-qexhibit10112282024.htm,./healthy/Apple/a10-qexhibit10112282024.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019325000008/0000320193-25-000008-index.htm,a10-qexhibit10212282024.htm,./healthy/Apple/a10-qexhibit10212282024.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019325000008/0000320193-25-000008-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000123/0000320193-24-000123-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000123/0000320193-24-000123-index.htm,a10-kexhibit31209282024.htm,./healthy/Apple/a10-kexhibit31209282024.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000123/0000320193-24-000123-index.htm,a10-kexhibit10229282024.htm,./healthy/Apple/a10-kexhibit10229282024.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000123/0000320193-24-000123-index.htm,a10-kexhibit23109282024.htm,./healthy/Apple/a10-kexhibit23109282024.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000123/0000320193-24-000123-index.htm,a10-kexhibit21109282024.htm,./healthy/Apple/a10-kexhibit21109282024.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000123/0000320193-24-000123-index.htm,a10-kexhibit31109282024.htm,./healthy/Apple/a10-kexhibit31109282024.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000123/0000320193-24-000123-index.htm,a10-kexhibit97109282024.htm,./healthy/Apple/a10-kexhibit97109282024.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000123/0000320193-24-000123-index.htm,a10-kexhibit10209282024.htm,./healthy/Apple/a10-kexhibit10209282024.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000123/0000320193-24-000123-index.htm,a10-kexhibit10219282024.htm,./healthy/Apple/a10-kexhibit10219282024.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000123/0000320193-24-000123-index.htm,a10-kexhibit10199282024.htm,./healthy/Apple/a10-kexhibit10199282024.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000123/0000320193-24-000123-index.htm,a10-kexhibit1919282024.htm,./healthy/Apple/a10-kexhibit1919282024.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000123/0000320193-24-000123-index.htm,a10-kexhibit32109282024.htm,./healthy/Apple/a10-kexhibit32109282024.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000123/0000320193-24-000123-index.htm,a10-kexhibit4109282024.htm,./healthy/Apple/a10-kexhibit4109282024.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000081/0000320193-24-000081-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000081/0000320193-24-000081-index.htm,a10-qexhibit32106292024.htm,./healthy/Apple/a10-qexhibit32106292024.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000081/0000320193-24-000081-index.htm,a10-qexhibit31206292024.htm,./healthy/Apple/a10-qexhibit31206292024.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000081/0000320193-24-000081-index.htm,a10-qexhibit31106292024.htm,./healthy/Apple/a10-qexhibit31106292024.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000069/0000320193-24-000069-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000069/0000320193-24-000069-index.htm,a10-qexhibit32103302024.htm,./healthy/Apple/a10-qexhibit32103302024.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000069/0000320193-24-000069-index.htm,a10-qexhibit31103302024.htm,./healthy/Apple/a10-qexhibit31103302024.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000069/0000320193-24-000069-index.htm,a10-qexhibit31203302024.htm,./healthy/Apple/a10-qexhibit31203302024.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000006/0000320193-24-000006-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000006/0000320193-24-000006-index.htm,a10-qexhibit31212302023.htm,./healthy/Apple/a10-qexhibit31212302023.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000006/0000320193-24-000006-index.htm,a10-qexhibit32112302023.htm,./healthy/Apple/a10-qexhibit32112302023.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000006/0000320193-24-000006-index.htm,a10-qexhibit31112302023.htm,./healthy/Apple/a10-qexhibit31112302023.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000106/0000320193-23-000106-index.htm,a10-kexhibit31209302023.htm,./healthy/Apple/a10-kexhibit31209302023.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000106/0000320193-23-000106-index.htm,a10-kexhibit32109302023.htm,./healthy/Apple/a10-kexhibit32109302023.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000106/0000320193-23-000106-index.htm,a10-kexhibit23109302023.htm,./healthy/Apple/a10-kexhibit23109302023.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000106/0000320193-23-000106-index.htm,a10-kexhibit21109302023.htm,./healthy/Apple/a10-kexhibit21109302023.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000106/0000320193-23-000106-index.htm,a10-kexhibit31109302023.htm,./healthy/Apple/a10-kexhibit31109302023.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000106/0000320193-23-000106-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000106/0000320193-23-000106-index.htm,a10-kexhibit4109302023.htm,./healthy/Apple/a10-kexhibit4109302023.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000077/0000320193-23-000077-index.htm,a10-qexhibit31207012023.htm,./healthy/Apple/a10-qexhibit31207012023.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000077/0000320193-23-000077-index.htm,a10-qexhibit32107012023.htm,./healthy/Apple/a10-qexhibit32107012023.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000077/0000320193-23-000077-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000077/0000320193-23-000077-index.htm,a10-qexhibit31107012023.htm,./healthy/Apple/a10-qexhibit31107012023.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000064/0000320193-23-000064-index.htm,a10-qexhibit31104012023.htm,./healthy/Apple/a10-qexhibit31104012023.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000064/0000320193-23-000064-index.htm,a10-qexhibit32104012023.htm,./healthy/Apple/a10-qexhibit32104012023.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000064/0000320193-23-000064-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000064/0000320193-23-000064-index.htm,a10-qexhibit31204012023.htm,./healthy/Apple/a10-qexhibit31204012023.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000006/0000320193-23-000006-index.htm,a10-qexhibit31112312022.htm,./healthy/Apple/a10-qexhibit31112312022.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000006/0000320193-23-000006-index.htm,a10-qexhibit31212312022.htm,./healthy/Apple/a10-qexhibit31212312022.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000006/0000320193-23-000006-index.htm,a10-qexhibit10212312022.htm,./healthy/Apple/a10-qexhibit10212312022.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000006/0000320193-23-000006-index.htm,a10-qexhibit32112312022.htm,./healthy/Apple/a10-qexhibit32112312022.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000006/0000320193-23-000006-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000006/0000320193-23-000006-index.htm,a10-qexhibit10112312022.htm,./healthy/Apple/a10-qexhibit10112312022.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000108/0000320193-22-000108-index.htm,a10-kexhibit21109242022.htm,./healthy/Apple/a10-kexhibit21109242022.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000108/0000320193-22-000108-index.htm,a10-kexhibit4109242022.htm,./healthy/Apple/a10-kexhibit4109242022.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000108/0000320193-22-000108-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000108/0000320193-22-000108-index.htm,a10-kexhibit23109242022.htm,./healthy/Apple/a10-kexhibit23109242022.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000108/0000320193-22-000108-index.htm,a10-kexhibit32109242022.htm,./healthy/Apple/a10-kexhibit32109242022.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000108/0000320193-22-000108-index.htm,a10-kexhibit31109242022.htm,./healthy/Apple/a10-kexhibit31109242022.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000108/0000320193-22-000108-index.htm,a10-kexhibit31209242022.htm,./healthy/Apple/a10-kexhibit31209242022.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000070/0000320193-22-000070-index.htm,a10-qexhibit31106252022.htm,./healthy/Apple/a10-qexhibit31106252022.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000070/0000320193-22-000070-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000070/0000320193-22-000070-index.htm,a10-qexhibit32106252022.htm,./healthy/Apple/a10-qexhibit32106252022.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000070/0000320193-22-000070-index.htm,a10-qexhibit31206252022.htm,./healthy/Apple/a10-qexhibit31206252022.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000059/0000320193-22-000059-index.htm,a10-qexhibit31103262022.htm,./healthy/Apple/a10-qexhibit31103262022.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000059/0000320193-22-000059-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000059/0000320193-22-000059-index.htm,a10-qexhibit32103262022.htm,./healthy/Apple/a10-qexhibit32103262022.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000059/0000320193-22-000059-index.htm,a10-qexhibit31203262022.htm,./healthy/Apple/a10-qexhibit31203262022.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000007/0000320193-22-000007-index.htm,a10-qexhibit31112252021.htm,./healthy/Apple/a10-qexhibit31112252021.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000007/0000320193-22-000007-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000007/0000320193-22-000007-index.htm,a10-qexhibit32112252021.htm,./healthy/Apple/a10-qexhibit32112252021.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000007/0000320193-22-000007-index.htm,a10-qexhibit10112252021.htm,./healthy/Apple/a10-qexhibit10112252021.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000007/0000320193-22-000007-index.htm,a10-qexhibit31212252021.htm,./healthy/Apple/a10-qexhibit31212252021.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000105/0000320193-21-000105-index.htm,a10-kexhibit3129252021.htm,./healthy/Apple/a10-kexhibit3129252021.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000105/0000320193-21-000105-index.htm,a10-kexhibit3219252021.htm,./healthy/Apple/a10-kexhibit3219252021.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000105/0000320193-21-000105-index.htm,a10-kexhibit2119252021.htm,./healthy/Apple/a10-kexhibit2119252021.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000105/0000320193-21-000105-index.htm,a10-kexhibit419252021.htm,./healthy/Apple/a10-kexhibit419252021.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000105/0000320193-21-000105-index.htm,a10-kexhibit3119252021.htm,./healthy/Apple/a10-kexhibit3119252021.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000105/0000320193-21-000105-index.htm,a10-kexhibit2319252021.htm,./healthy/Apple/a10-kexhibit2319252021.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000105/0000320193-21-000105-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000065/0000320193-21-000065-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000065/0000320193-21-000065-index.htm,a10-qexhibit31106262021.htm,./healthy/Apple/a10-qexhibit31106262021.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000065/0000320193-21-000065-index.htm,a10-qexhibit32106262021.htm,./healthy/Apple/a10-qexhibit32106262021.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000065/0000320193-21-000065-index.htm,a10-qexhibit31206262021.htm,./healthy/Apple/a10-qexhibit31206262021.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000056/0000320193-21-000056-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000056/0000320193-21-000056-index.htm,a10-qexhibit31203272021.htm,./healthy/Apple/a10-qexhibit31203272021.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000056/0000320193-21-000056-index.htm,a10-qexhibit32103272021.htm,./healthy/Apple/a10-qexhibit32103272021.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000056/0000320193-21-000056-index.htm,a10-qexhibit31103272021.htm,./healthy/Apple/a10-qexhibit31103272021.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000010/0000320193-21-000010-index.htm,a10-qexhibit10112262020.htm,./healthy/Apple/a10-qexhibit10112262020.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000010/0000320193-21-000010-index.htm,a10-qexhibit32112262020.htm,./healthy/Apple/a10-qexhibit32112262020.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000010/0000320193-21-000010-index.htm,a10-qexhibit31112262020.htm,./healthy/Apple/a10-qexhibit31112262020.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000010/0000320193-21-000010-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000010/0000320193-21-000010-index.htm,a10-qexhibit31212262020.htm,./healthy/Apple/a10-qexhibit31212262020.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000010/0000320193-21-000010-index.htm,a10-qexhibit10212262020.htm,./healthy/Apple/a10-qexhibit10212262020.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019320000096/0000320193-20-000096-index.htm,a10-kexhibit10169262020.htm,./healthy/Apple/a10-kexhibit10169262020.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019320000096/0000320193-20-000096-index.htm,a10-kexhibit3219262020.htm,./healthy/Apple/a10-kexhibit3219262020.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019320000096/0000320193-20-000096-index.htm,a10-kexhibit3129262020.htm,./healthy/Apple/a10-kexhibit3129262020.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019320000096/0000320193-20-000096-index.htm,a10-kexhibit3119262020.htm,./healthy/Apple/a10-kexhibit3119262020.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019320000096/0000320193-20-000096-index.htm,a10-kexhibit2319262020.htm,./healthy/Apple/a10-kexhibit2319262020.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019320000096/0000320193-20-000096-index.htm,a10-kexhibit419262020.htm,./healthy/Apple/a10-kexhibit419262020.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019320000096/0000320193-20-000096-index.htm,a10-kexhibit10179262020.htm,./healthy/Apple/a10-kexhibit10179262020.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019320000096/0000320193-20-000096-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019320000096/0000320193-20-000096-index.htm,a10-kexhibit2119262020.htm,./healthy/Apple/a10-kexhibit2119262020.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019320000062/0000320193-20-000062-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019320000062/0000320193-20-000062-index.htm,a10-qexhibit3126272020.htm,./healthy/Apple/a10-qexhibit3126272020.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019320000062/0000320193-20-000062-index.htm,a10-qexhibit3216272020.htm,./healthy/Apple/a10-qexhibit3216272020.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019320000062/0000320193-20-000062-index.htm,a10-qexhibit3116272020.htm,./healthy/Apple/a10-qexhibit3116272020.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019320000052/0000320193-20-000052-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019320000052/0000320193-20-000052-index.htm,a10-qexhibit3123282020.htm,./healthy/Apple/a10-qexhibit3123282020.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019320000052/0000320193-20-000052-index.htm,a10-qexhibit3213282020.htm,./healthy/Apple/a10-qexhibit3213282020.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019320000052/0000320193-20-000052-index.htm,a10-qexhibit3113282020.htm,./healthy/Apple/a10-qexhibit3113282020.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019320000010/0000320193-20-000010-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019320000010/0000320193-20-000010-index.htm,a10-qexhibit31212282019.htm,./healthy/Apple/a10-qexhibit31212282019.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019320000010/0000320193-20-000010-index.htm,a10-qexhibit32112282019.htm,./healthy/Apple/a10-qexhibit32112282019.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019320000010/0000320193-20-000010-index.htm,a10-qexhibit31112282019.htm,./healthy/Apple/a10-qexhibit31112282019.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019319000119/0000320193-19-000119-index.htm,a10-kexhibit2312019.htm,./healthy/Apple/a10-kexhibit2312019.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019319000119/0000320193-19-000119-index.htm,a10-kexhibit10152019.htm,./healthy/Apple/a10-kexhibit10152019.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019319000119/0000320193-19-000119-index.htm,a10-kexhibit10162019.htm,./healthy/Apple/a10-kexhibit10162019.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019319000119/0000320193-19-000119-index.htm,a10-kexhibit412019.htm,./healthy/Apple/a10-kexhibit412019.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019319000119/0000320193-19-000119-index.htm,a10-kexhibit2112019.htm,./healthy/Apple/a10-kexhibit2112019.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019319000119/0000320193-19-000119-index.htm,a10-kexhibit3212019.htm,./healthy/Apple/a10-kexhibit3212019.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019319000119/0000320193-19-000119-index.htm,a10-kexhibit3112019.htm,./healthy/Apple/a10-kexhibit3112019.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019319000119/0000320193-19-000119-index.htm,a10-kexhibit3122019.htm,./healthy/Apple/a10-kexhibit3122019.htm,healthy,Apple
10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019319000119/0000320193-19-000119-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019319000076/0000320193-19-000076-index.htm,a10-qexhibit3216292019.htm,./healthy/Apple/a10-qexhibit3216292019.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019319000076/0000320193-19-000076-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019319000076/0000320193-19-000076-index.htm,a10-qexhibit3116292019.htm,./healthy/Apple/a10-qexhibit3116292019.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019319000076/0000320193-19-000076-index.htm,a10-qexhibit3126292019.htm,./healthy/Apple/a10-qexhibit3126292019.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019319000066/0000320193-19-000066-index.htm,a10-qexhibit3123302019.htm,./healthy/Apple/a10-qexhibit3123302019.htm,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019319000066/0000320193-19-000066-index.htm,ix,./healthy/Apple/ix,healthy,Apple
10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019319000066/0000320193-19-000066-index.htm,a10-qexhibit3113302019.htm,./healthy/Apple/a10-qexhibit3113302019.htm,healthy,Apple
